Property_ID,Listing_Date,City,Locality,Property_Type,BHK,Built_Up_Area_sqft,Carpet_Area_sqft,Age_Years,Floor,Total_Floors,Bathrooms,Parking_Spaces,Furnishing_Status,Facing,Gated_Community,Distance_to_Metro_km,Distance_to_CBD_km,Nearby_Schools,Crime_Index,Amenities_Score,Monthly_Maintenance_INR,Seller_Type,Loan_Available,Annual_Property_Tax_INR,Price_Lakhs
PROP-10270,2026-03-12,Chennai,OMR,Apartment,3,1543.2,1050.9,6,14,35,3,1,Semi-Furnished,South-East,Yes,6.85,17.85,11,54.0,7.2,6230,Broker,Yes,30200,121.04
PROP-10271,2026-06-26,Hyderabad,Gachibowli,Apartment,2,,,70,25,34,2,1,Semi-Furnished,West,Yes,61.19,9.84,6,46.0,6.2,2610,Owner,Yes,37200,75.84
PROP-10272,2025-05-06,Chennai,Tambaram,Apartment,5,3594.8,2833.7,6,1st,3,5,3,Unfurnished,West,Yes,5.71,21.14,6,63.9,10,18380,Builder,Yes,102600,254.38
PROP-10273,2026-03-30,Hyderabad,Gachibowli,Apartment,3,1001.3,821.7,2,2,9,3,2,Semi-Furnished,South,No,2.11,24.68,10,30.7,4.3,5160,Builder,Yes,34100,84.34
PROP-10274,2026-07-01,Chennai,Tambaram,Apartment,3,1106.1,813.6,2,3,35,4,1,,North,Yes,1.05,17.56,0,38.1,7.0,5420,Broker,Yes,21300,124.89
PROP-10275,2025-03-01,Bengaluru,Whitefield,Apartment,4,2066.2,1413.9,13,8,25,3,0,Unfurnished,South,Yes,7.12,24.42,2,36.3,9.1,5360,Owner,Yes,45500,154.38
PROP-10276,2025-09-10,Delhi NCR,Dwarka,Apartment,4,2327.6,1633.5,13,32,32,5,1,Unfurnished,North,Yes,10.07,11.07,0,40.1,6.0,11870,Builder,No,89200,179.8
PROP-10277,2025-10-07,Pune,Kharadi,Apartment,2,1282.2,918.8,15,17,24,2,2,Semi-Furnished,West,No,3.89,12.81,7,63.6,5.0,5490,Builder,Yes,47300,89.51
PROP-10278,2025-09-09,Bengaluru,Electronic City,Apartment,3,1319.1,907.8,8,22,26,2,2,Semi-Furnished,East,No,0.56,15.52,12,60.4,4.4,4220,Builder,Yes,44900,134.76
PROP-10279,2026-01-21,Bengaluru,Electronic City,Apartment,3,1976.0,1573.6,40,Ground,1,3,1,Furnished,South-East,Yes,3.74,15.3,10,30.4,5.2,10120,Broker,Yes,48900,110.1
PROP-10280,2026-02-10,Chennai,OMR,Apartment,2,1141.9,,22,6,23,1,2,Semi-Furnished,South-East,Yes,5.12,31.67,0,36.8,6.4,5110,Builder,Yes,41300,79.5
PROP-10281,2026-07-28,Hyderabad,Manikonda,Apartment,3,1356.6,1089.1,0,4,5,3,2,Unfurnished,North-East,No,8.71,5.81,4,50.6,8.5,7420,Owner,Yes,32700,139.45
PROP-10282,2026-03-10,Pune,Hinjewadi,Independent House,2,1052.5,875.6,6,2,4,1,2,Unfurnished,East,No,5.73,7.52,6,39.2,6.0,4210,Builder,Yes,40200,91.48
PROP-10283,2025-03-29,Delhi NCR,Noida,Apartment,2,990.1,758.8,6,8,22,2,0,Unfurnished,East,No,6.54,5.87,3,67.9,4.5,4130,Broker,Yes,35400,84.13
PROP-10284,2025-04-14,Delhi NCR,Gurugram,Villa,2,958.1,789.8,19,Ground,1,3,0,Furnished,West,Yes,6.33,13.56,9,30.3,7.9,3440,,Yes,35300,78.58
PROP-10285,2026-07-09,Delhi NCR,Gurugram,Apartment,2,1081.1,851.0,31,8,9,2,1,Semi-Furnished,North-East,Yes,5.05,25.99,0,56.7,9.1,4100,Owner,Yes,38800,61.7
PROP-10286,2025-06-16,Bengaluru,HSR Layout,Studio,1,730.4,564.7,7,1st,1,1,1,Unfurnished,North,Yes,3.26,8.18,7,20.6,5.7,2940,Broker,Yes,24200,58.34
PROP-10287,2025-07-23,Delhi NCR,Gurugram,Apartment,4,1808.3,,,21,31,4,1,Unfurnished,North,Yes,5.53,14.27,1,52.8,8.9,7610,Broker,Yes,83900,165.33
PROP-10288,2025-05-14,Chennai,Porur,Independent House,2,1399.5,1001.1,12,1,2,1,1,Unfurnished,West,Yes,7.1,17.26,8,20.1,10,7120,Broker,Yes,28800,99.88
PROP-10289,2026-06-06,Hyderabad,Kukatpally,Villa,3,1191.5,1007.8,14,2nd,2,3,1,Unfurnished,East,No,,1.0,7,43.7,6.5,4350,Owner,Yes,36000,110.12
PROP-10290,2026-06-16,Chennai,Tambaram,Villa,4,2170.5,1669.3,8,Ground,1,4,2,Semi-Furnished,South,Yes,8.12,8.44,9,73.5,9.3,6270,Builder,Yes,52300,217.26
PROP-10291,2025-02-09,Pune,Baner,Apartment,2,858.2,640.4,12,12,18,1,1,Unfurnished,South-East,Yes,7.05,10.11,8,19.1,7.0,4080,Broker,Yes,15600,59.07
PROP-10292,2025-08-03,Hyderabad,Madhapur,Apartment,3,1911.8,1347.4,17,Ground,17,3,1,Unfurnished,West,No,0.66,18.64,0,17.8,3.3,8920,Builder,Yes,44800,127.77
PROP-10293,2026-07-05,Pune,Hadapsar,Villa,4,1518.9,1118.4,12,1,4,5,0,Unfurnished,South,Yes,4.5,5.28,10,49.4,5.6,5270,Owner,Yes,51300,133.3
PROP-10294,2026-05-16,Hyderabad,Kondapur,Apartment,5,2636.7,,2,12,26,5,3,Unfurnished,West,Yes,1.53,20.55,7,55.1,6.1,6860,Owner,Yes,99800,195.89
PROP-10295,2025-11-14,Hyderabad,Kukatpally,Apartment,2,1011.3,698.1,6,5,11,2,1,Furnished,South,Yes,3.57,13.86,3,49.4,8.2,3550,Owner,Yes,32900,82.08
PROP-10296,2026-03-19,Hyderabad,Gachibowli,Studio,1,647.2,492.0,14,3,3,2,0,Unfurnished,South-East,No,0.79,3.04,11,48.7,6.2,3160,Broker,Yes,14400,37.26
PROP-10297,2025-03-16,Delhi NCR,Noida,Villa,2,1032.1,866.3,7,Ground,3,2,2,Semi-Furnished,North-East,Yes,1.04,22.13,8,43.5,5.4,3690,Builder,Yes,33600,107.61
PROP-10298,2025-01-12,Bengaluru,Marathahalli,Independent House,2,862.1,587.9,22,3,4,1,1,Unfurnished,West,Yes,9.66,19.25,2,14.2,8.6,2260,Builder,Yes,22400,59.1
PROP-10299,2025-07-16,Hyderabad,Madhapur,Apartment,3,1818.7,1381.4,45,6,34,3,2,,North-East,Yes,5.59,1.67,3,33.7,8.2,4220,Owner,No,47500,115.93
PROP-10300,2025-03-10,Hyderabad,Kondapur,Villa,2,1234.5,953.3,12,2,2,2,1,Unfurnished,East,Yes,2.13,23.65,0,44.2,5.5,2750,Broker,Yes,33200,109.92
PROP-10301,2026-01-27,Bengaluru,Yelahanka,Apartment,5,2777.0,2349.4,0,3,17,5,2,Furnished,South-East,Yes,7.33,24.07,11,29.1,10,10240,Builder,Yes,105000,247.26
PROP-10302,2025-02-10,Chennai,OMR,Apartment,3,1220.3,1026.8,4,Ground,6,3,1,Unfurnished,South,Yes,9.84,10.26,11,32.8,3.3,5600,Builder,Yes,39200,75.3
PROP-10303,2025-07-29,Delhi NCR,Dwarka,Villa,3,1522.5,1091.7,32,2,2,4,1,Semi-Furnished,North,Yes,0.2,14.41,0,36.1,6.4,4130,Builder,Yes,64700,148.93
PROP-10304,2025-03-27,Bengaluru,Electronic City,Apartment,2,1193.2,864.9,7,15,18,1,3,Semi-Furnished,West,Yes,8.31,5.75,11,48.8,6.1,6370,Owner,Yes,39800,109.3
PROP-10305,2026-05-17,Delhi NCR,Ghaziabad,Apartment,3,1672.9,1229.7,16,4,31,3,1,Semi-Furnished,South,No,,13.87,11,39.1,3.4,8770,Broker,No,50500,124.86
PROP-10306,2025-06-01,Delhi NCR,Gurugram,Apartment,3,1541.6,1102.2,3,16,23,3,1,Semi-Furnished,North,Yes,,23.72,3,30.4,,5030,Owner,Yes,58700,118.79
PROP-10307,2025-04-02,Bengaluru,Electronic City,Apartment,3,2061.1,1406.1,4,12,25,4,3,Unfurnished,South,No,,19.88,11,28.5,10,8870,Owner,Yes,67800,160.52
PROP-10308,2025-08-06,Chennai,Porur,Villa,5,2574.8,1935.3,1,Ground,1,4,2,Semi-Furnished,West,Yes,13.89,13.04,5,32.3,7.6,9530,Owner,Yes,78100,238.0
PROP-10309,2025-02-12,Hyderabad,Kondapur,Independent House,2,1430.8,1086.4,,Ground,1,1,1,Semi-Furnished,East,Yes,7.17,14.45,7,38.6,6.4,3170,Broker,Yes,45800,103.62
PROP-10310,2025-09-12,Pune,Wakad,Independent House,3,1545.3,1144.5,2,1,3,3,1,Unfurnished,East,No,6.16,13.69,11,40.8,2.6,8090,Builder,Yes,43700,128.12
PROP-10311,2026-01-30,Pune,Baner,Apartment,3,1947.7,1654.7,9,1,24,3,2,Unfurnished,West,Y,3.77,11.63,6,77.4,5.4,7140,Owner,Yes,36600,132.37
PROP-10312,2025-10-15, Pune,Hadapsar,Villa,4,2407.2,1650.6,6,1,4,3,1,Semi-Furnished,South,Yes,4.82,13.71,1,18.5,10,5060,Broker,Yes,60200,232.93
PROP-10313,2025-04-02,Hyderabad,Kukatpally,Independent House,3,1230.2,976.9,0,1,3,4,0,Unfurnished,South-East,No,4.05,3.43,12,12.8,4.2,5940,Builder,Yes,24700,119.17
PROP-10314,2025-10-31,Delhi NCR,Ghaziabad,Apartment,4,2060.0,,42,13,13,4,3,Unfurnished,East,No,4.71,16.83,10,38.6,4.6,6970,Owner,Yes,49500,119.13
PROP-10315,2025-08-19,Bengaluru,Marathahalli,Apartment,2,1043.2,864.8,35,16,20,1,1,Furnished,North-East,Yes,6.63,6.3,11,47.4,7.1,5040,Builder,Yes,47200,81.79
PROP-10316,2025-11-08,Hyderabad,Kukatpally,Villa,3,1731.2,1431.2,37,3,3,3,2,Semi-Furnished,North-East,No,3.78,10.3,11,77.5,6.9,4260,Broker,Yes,64600,113.93
PROP-10317,2025-12-13,Hyderabad,Kondapur,Apartment,3,1702.9,1404.5,6,1,1,4,0,Semi-Furnished,South,Yes,9.75,12.35,2,48.4,6.8,9210,Builder,Yes,70700,138.14
PROP-10318,2026-08-10,Bengaluru,Whitefield,Apartment,2,999.8,734.4,5,6,6,2,2,Semi-Furnished,East,Yes,3.65,12.49,1,42.8,9.2,4340,Owner,Yes,37500,110.23
PROP-10319,2025-08-01,Chennai,OMR,Villa,3,1150.7,872.3,10,1st,1,4,1,Furnished,North,Yes,7.17,2.34,8,22.7,7.4,4660,Owner,Yes,23200,134.53
PROP-10320,2025-10-28,Pune,Kharadi,Apartment,2,978.4,720.7,19,4,6,2,2,Unfurnished,North,Yes,5.85,7.76,6,57.2,10,2810,Builder,No,35700,71.15
PROP-10321,2025-06-17,Bengaluru,Yelahanka,Apartment,2,1592.5,1256.7,0,Ground,7,2,0,Unfurnished,South,No,2.96,10.58,5,37.6,8.9,5540,Owner,Yes,63100,145.13
PROP-10322,2025-04-02,Bengaluru,Electronic City,Apartment,1,694.8,564.1,21,18,24,2,1,Semi-Furnished,South,Yes,4.65,15.11,9,26.8,7.2,2680,Owner,Yes,21200,61.38
PROP-10323,2026-06-29,Bengaluru,HSR Layout,Apartment,4,2173.4,1861.1,13,1st,7,4,1,Furnished,North,Yes,2.78,1.0,8,41.0,8.1,4710,Builder,Yes,57300,203.46
PROP-10324,2025-03-31,Pune,Wakad,Apartment,3,1358.8,962.0,14,2,4,3,2,Semi-Furnished,West,Yes,7.1,25.98,8,39.5,6.1,5190,Owner,No,29400,122.35
PROP-10325,2025-01-08,Bengaluru,HSR Layout,Independent House,3,1733.2,,12,1,1,3,2,Unfurnished,West,Yes,6.43,11.94,7,5,6.5,8850,Owner,Yes,67100,157.65
PROP-10326,2025-10-25,Hyderabad,Manikonda,Villa,2,749.3,570.0,18,Ground,2,1,1,Unfurnished,East,No,11.44,7.46,5,49.3,7.5,3280,Broker,Yes,28900,65.99
PROP-10327,2026-06-26,Bengaluru,Electronic City,Apartment,3,1054.1,,20,2,33,4,2,Unfurnished,North,Yes,3.34,19.26,0,27.0,9.8,3590,Builder,Yes,28300,107.97
PROP-10328,2025-06-14,Bengaluru,Electronic City,Villa,3,1668.0,1275.6,4,Ground,3,3,2,Semi-Furnished,South,Yes,7.03,7.46,11,48.1,7.6,3570,Owner,Yes,78000,188.02
PROP-10329,2025-10-24,Delhi NCR,Dwarka,Apartment,3,1128.0,792.9,9,16,26,3,1,Furnished,North,Yes,4.49,14.46,10,44.0,10,3610,Broker,Yes,35900,128.02
PROP-10330,2025-05-30,Pune,Hadapsar,Apartment,2,1149.3,805.3,8,6,28,2,2,Furnished,South-East,No,9.91,10.03,9,35.3,4.9,2780,Owner,Yes,23900,90.41
PROP-10331,2026-04-29,Pune,Hinjewadi,Independent House,2,,651.1,7,3rd,4,2,1,Unfurnished,East,Yes,9.67,9.63,3,,7.8,1630,Builder,Yes,16100,58.17
PROP-10332,2025-07-15,Hyderabad,Kukatpally,Apartment,2,925.5,645.5,,11,22,2,2,Semi-Furnished,North-East,Yes,5.16,10.68,6,33.1,8.0,3890,Owner,Yes,38200,82.18
PROP-10333,2026-03-06,Bengaluru,Whitefield,Apartment,3,1302.8,1118.0,20,Ground,10,3,1,Semi-Furnished,East,No,5.18,1.0,8,75.5,5.0,4650,Owner,No,30200,119.33
PROP-10334,2026-06-10,Hyderabad,Madhapur,Villa,3,1404.7,966.7,0,3,4,4,3,Unfurnished,North-East,Yes,2.43,14.8,4,26.1,7.2,5620,Owner,Yes,56600,161.22
PROP-10335,2026-01-13,Chennai,Tambaram,Apartment,4,2110.1,1480.1,15,15,35,4,0,Unfurnished,East,No,4.05,25.78,10,89.9,4.9,5770,Builder,Yes,67200,148.44
PROP-10336,2025-07-31,Hyderabad,Kondapur,Apartment,3,1358.7,1003.3,23,8,15,3,1,Unfurnished,South-East,No,6.94,15.65,1,14.6,5.2,7210,Builder,Yes,44200,70.41
PROP-10337,2026-02-08,Hyderabad,Madhapur,Apartment,3,1726.0,1312.3,3,11,28,3,2,Unfurnished,South,Yes,,9.51,9,16.2,7.4,7360,Builder,Yes,38400,145.2
PROP-10338,2025-12-13,Bengaluru,Marathahalli,Independent House,5,3278.0,2288.2,0,1,1,4,2,Semi-Furnished,South-East,no,3.91,21.6,4,62.3,7.5,6710,Broker,No,79500,304.84
PROP-10339,2025-08-20,Hyderabad,Kondapur,Apartment,3,1393.6,1030.8,11,4,4,3,1,Unfurnished,North,Yes,3.66,21.52,6,64.2,10,2900,Owner,Yes,47000,102.66
PROP-10340,2026-05-27,Chennai,OMR,Apartment,5,2246.1,1618.1,35,5,8,4,2,Semi-Furnished,South,Yes,4.07,11.25,6,50.7,8.9,6860,Broker,Yes,44200,152.04
PROP-10341,2025-12-08,Delhi NCR,Gurugram,Villa,5,3927.7,2774.5,7,3,4,4,1,Furnished,East,Yes,4.04,16.78,12,31.5,8.4,13680,,Yes,163000,374.37
PROP-10342,2025-05-23,Bengaluru,Yelahanka,Apartment,3,1333.1,,12,16,27,4,2,Furnished,South,Yes,1.87,13.55,0,43.2,5.7,3290,Builder,No,41900,148.0
PROP-10343,2025-01-13,Hyderabad,Manikonda,Studio,1,724.5,600.6,29,Ground,1,1,2,Semi-Furnished,West,Yes,3.34,3.66,1,20.7,7.6,1850,Builder,Yes,17300,53.48
PROP-10344,2025-08-21,Hyderabad,Kondapur,Villa,4,1992.3,1462.2,3,1st,1,3,2,Unfurnished,South,Yes,6.38,26.71,10,44.1,9.3,8950,Builder,Yes,50500,177.47
PROP-10345,2025-12-10,Hyderabad,Gachibowli,Apartment,5,3263.3,2582.6,13,11,12,6,1,Unfurnished,South-East,Yes,2.97,22.75,6,56.7,,13910,Builder,Yes,64800,216.72
PROP-10346,2025-12-31,Hyderabad,Manikonda,Apartment,4,2684.5,1916.2,14,4,6,5,0,Furnished,West,Yes,12.05,6.88,0,77.2,10,14380,Owner,Yes,73500,190.69
PROP-10347,2026-06-20,Chennai,OMR,Apartment,4,1732.4,,37,2nd,31,4,2,Unfurnished,South-East,Yes,3.45,1.0,12,38.3,6.2,7820,Broker,Yes,69500,93.86
PROP-10348,2025-12-28,Bengaluru,HSR Layout,Apartment,4,2783.2,1912.6,6,1,5,4,0,Unfurnished,East,Yes,0.2,25.48,1,36.6,5.0,7220,Builder,Yes,104600,206.27
PROP-10349,2025-02-13,Hyderabad,Kukatpally,Apartment,3,1528.4,1218.2,25,7,8,2,1,Unfurnished,West,No,6.3,11.67,5,19.7,5.5,4730,Builder,Yes,44000,83.41
PROP-10350,2025-12-17,Hyderabad,Manikonda,Apartment,4,1688.5,1236.5,37,21,30,3,1,SEMI-FURNISHED,North-East,No,7.59,10.61,11,43.5,9.6,5720,Owner,Yes,33000,120.73
PROP-10351,2026-04-08,Bengaluru,Marathahalli,Apartment,3,897.5,,4,3rd,3,3,2,Furnished,South,Yes,10.31,1.0,10,31.2,7.9,2350,Builder,Yes,21100,106.05
PROP-10352,2025-11-21,Hyderabad,Gachibowli,Apartment,4,2108.6,1563.7,9,15,27,4,1,Semi-Furnished,South-East,Yes,2.82,21.26,0,31.1,3.3,5680,Broker,Yes,45300,138.16
PROP-10353,2026-08-14,Delhi NCR,Noida,Apartment,2,1123.8,817.4,0,26,29,2,1,Semi-Furnished,North-East,Yes,6.6,32.58,6,32.9,3.9,4610,Builder,Yes,28400,77.89
PROP-10354,2025-10-18, Bengaluru,HSR Layout,Apartment,4,2474.1,1993.8,4,17,23,4,1,Semi-Furnished,North,no,1.87,6.96,8,46.0,3.6,8250,Broker,Yes,83200,197.54
PROP-10355,2026-04-26,Delhi NCR,Gurugram,Studio,1,668.9,533.0,5,Ground,4,1,2,Semi-Furnished,North-East,Yes,0.71,16.68,0,26.5,3.8,1830,Broker,Yes,15500,52.08
PROP-10356,2026-02-05,Bengaluru,Marathahalli,Apartment,2,1320.9,951.5,6,21,27,2,0,Furnished,North,Yes,11.44,17.37,8,54.7,8.4,4190,Broker,No,37100,95.55
PROP-10357,2025-01-12,Pune,Hinjewadi,Independent House,3,1823.7,1560.9,17,1,3,2,2,Unfurnished,North,Yes,6.16,1.0,10,68.4,5.3,4660,Builder,Yes,31200,120.58
PROP-10358,2025-04-16,Chennai,OMR,Apartment,1,634.6,515.4,20,3,12,1,1,Semi-Furnished,South,No,4.31,15.9,4,27.4,4.8,3350,Owner,Yes,19400,24.78
PROP-10359,2025-07-02,Delhi NCR,Gurugram,Apartment,2,1115.8,858.0,7,6,14,1,1,Unfurnished,North,Yes,3.2,10.08,6,32.2,8.4,5780,Broker,Yes,22800,81.29
PROP-10360,2025-10-08,Hyderabad,Madhapur,Studio,1,481.3,369.2,1,Ground,3,1,1,Semi-Furnished,North-East,Yes,2.08,21.59,1,68.3,7.6,1200,Builder,Yes,10100,48.17
PROP-10361,2026-01-28,Delhi NCR,Dwarka,Villa,4,1494.8,1133.8,12,1st,2,4,3,Unfurnished,North-East,Yes,7.04,1.0,7,26.1,8.1,6110,Builder,Yes,34500,167.49
PROP-10362,2025-12-03,Pune,Hinjewadi,Apartment,4,2043.1,1741.6,9,22,34,4,0,Unfurnished,East,Yes,8.19,15.56,3,53.0,6.1,9660,Builder,Yes,34300,116.77
PROP-10363,2026-08-29,Pune,Wakad,Independent House,3,1265.1,980.3,16,Ground,3,4,2,Semi-Furnished,West,Yes,3.87,17.7,12,37.1,7.2,3750,Builder,Yes,37700,106.12
PROP-10364,2026-05-21,Pune,Hadapsar,Studio,1,605.7,511.3,6,1,1,1,1,Furnished,West,No,10.99,11.69,6,68.5,8.7,2260,Builder,Yes,23200,66.55
PROP-10365,2025-12-04,Delhi NCR,Gurugram,Independent House,4,2425.3,2009.5,12,3rd,3,3,1,Furnished,East,No,4.48,13.34,11,50.4,4.6,11510,Builder,No,53800,201.12
PROP-10366,2025-09-06,Chennai,Velachery,Apartment,2,871.6,642.8,15,20,27,2,2,Semi-Furnished,South,Yes,8.3,3.37,5,5,7.5,2020,Broker,Yes,22200,68.21
PROP-10367,2026-04-09,Chennai,Velachery,Villa,2,919.4,736.2,9,1,4,2,1,Semi-Furnished,North-East,Yes,1.72,29.01,11,33.1,7.5,3460,Broker,Yes,23600,72.46
PROP-10368,2025-10-07,Hyderabad,Madhapur,Apartment,3,1509.0,1284.5,6,1st,7,3,1,Unfurnished,South-East,Yes,4.09,11.4,8,48.4,9.0,3810,Owner,Yes,29100,129.9
PROP-10369,2026-02-19,Hyderabad,Kukatpally,Villa,3,1472.7,1158.9,17,4,4,3,0,Unfurnished,South,No,5.01,15.77,0,31.5,5.0,5690,Builder,No,51200,134.87
PROP-10370,2026-05-01,Delhi NCR,Dwarka,Apartment,2,1232.8,883.5,1,Ground,1,2,1,Semi-Furnished,West,No,0.89,19.92,2,22.5,5.4,3270,Broker,Yes,25300,114.52
PROP-10371,2025-12-26,Hyderabad,Madhapur,Independent House,2,1051.7,781.8,8,1,1,2,0,Furnished,North-East,Yes,4.2,18.38,8,46.5,8.2,2450,Builder,Yes,30400,97.01
PROP-10372,2025-04-02,Bengaluru,Whitefield,Independent House,2,1268.0,938.4,0,Ground,4,2,2,Semi-Furnished,North,Yes,4.26,9.33,2,48.0,6.9,5100,Owner,Yes,34300,130.45
PROP-10373,2025-12-22,Delhi NCR,Gurugram,Independent House,4,1833.0,1394.7,0,1,2,4,2,Semi-Furnished,West,No,4.45,17.99,9,27.4,5.5,7590,Owner,Yes,84700,189.63
PROP-10374,2026-07-29,Pune,Baner,Villa,4,2111.2,1545.8,5,1st,1,3,1,Furnished,North,Yes,4.1,10.95,10,57.9,7.5,5240,Broker,Yes,58400,186.73
PROP-10375,2026-07-22,Hyderabad,Madhapur,Apartment,3,981.7,718.9,36,12,16,3,1,Furnished,East,No,3.13,11.03,6,35.9,4.1,3950,Owner,Yes,20900,54.32
PROP-10376,2026-06-09,Delhi NCR,Faridabad,Apartment,2,1199.4,1004.7,5,16,21,2,1,Semi furnished ,West,No,5.5,1.0,0,50.5,7.7,5570,Owner,Yes,32000,109.3
PROP-10377,2025-02-24,Pune,Hadapsar,Independent House,1,684.2,547.7,6,Ground,4,1,0,FURNISHED ,South-East,Yes,0.2,6.24,9,27.7,7.4,1510,Broker,Yes,22500,68.13
PROP-10378,2025-07-08,Delhi NCR,Noida,Apartment,3,1513.4,1261.3,7,1,1,3,0,Unfurnished,North-East,No,7.5,8.27,1,40.5,2.0,5380,Builder,Yes,47000,112.15
PROP-10379,2025-04-20,Delhi NCR,Ghaziabad,Apartment,3,1170.7,822.1,13,Ground,2,3,2,Semi-Furnished,South,Yes,4.11,9.05,7,36.1,10,6270,Owner,Yes,35900,129.11
PROP-10380,2026-07-31,Bengaluru,Whitefield,Apartment,1,588.9,432.6,0,2,3,1,2,Semi-Furnished,North,No,0.2,4.87,8,66.5,6.8,2260,Owner,Yes,15000,95.64
PROP-10381,2025-06-12,Chennai,Velachery,Apartment,3,1458.8,1232.6,17,15,25,4,2,Semi-Furnished,North-East,No,3.08,12.91,5,24.1,4.3,5900,Broker,Yes,26200,105.19
PROP-10382,2025-05-17,Pune,Wakad,Villa,5,2452.7,,8,2,2,5,2,Unfurnished,East,Yes,2.39,15.06,12,36.9,5.2,5160,Builder,Yes,65000,229.05
PROP-10383,2026-06-25,Pune,Kharadi,Apartment,3,1463.8,1190.9,4,12,34,2,1,Semi-Furnished,South-East,Yes,,14.3,0,31.6,,5730,Builder,Yes,47800,119.54
PROP-10384,2025-06-11,Bengaluru,HSR Layout,Apartment,4,1752.7,,12,4,5,3,1,Semi-Furnished,North,Yes,1.44,14.66,5,63.5,10,5280,Broker,Yes,55000,164.45
PROP-10385,2026-05-21,Hyderabad,Manikonda,Apartment,3,1365.2,1080.4,5,7,8,3,2,Unfurnished,West,Yes,1.96,23.77,2,50.4,10,4310,Broker,No,26600,146.5
PROP-10386,2025-07-20,Chennai,OMR,Apartment,1,568.6,429.3,8,8,31,1,2,Unfurnished,West,Yes,0.2,9.14,4,28.2,8.0,1590,Broker,Yes,20100,41.54
PROP-10387,2025-01-16, Delhi NCR,Gurugram,Apartment,1,,,0,1,9,2,3,Semi-Furnished,South,Yes,,10.96,1,32.2,6.4,3080,Broker,Yes,23700,77.16
PROP-10388,2025-10-01,Hyderabad,Kukatpally,Apartment,1,690.0,512.7,6,15,26,1,2,Unfurnished,North-East,Yes,2.76,9.94,3,13.8,5.6,2270,Owner,Yes,16500,72.35
PROP-10389,2025-10-12,Pune,Hinjewadi,Apartment,4,2047.6,1495.5,0,8,9,4,1,Semi-Furnished,North,Yes,5.54,9.96,3,34.6,4.5,7350,Builder,Yes,35400,140.82
PROP-10390,2026-03-21,Hyderabad,Manikonda,Apartment,1,938.0,702.4,4,17,28,1,2,Unfurnished,East,No,5.61,23.41,5,27.6,9.6,4540,Owner,Yes,24600,71.41
PROP-10391,2026-08-08,Chennai,OMR,Independent House,3,2169.1,1587.2,4,3,4,4,2,Unfurnished,West,Yes,7.23,13.26,0,37.4,10,6420,Broker,Yes,52300,164.4
PROP-10392,2025-09-23,Pune,Hadapsar,Apartment,2,931.1,,,1st,2,1,3,Semi-Furnished,North-East,YES ,0.2,28.94,4,55.6,9.2,4970,Owner,Yes,31600,74.15
PROP-10393,2025-03-21,Hyderabad,Kondapur,Apartment,3,1680.9,1154.7,10,18,29,3,0,Semi-Furnished,North,No,13.77,12.54,0,28.3,2.1,5440,Owner,Yes,44400,110.07
PROP-10394,2025-11-17,Hyderabad,Manikonda,Apartment,4,2303.8,1739.1,0,19,21,4,1,Semi-Furnished,South-East,Yes,0.2,18.96,0,37.3,7.5,12110,Broker,Yes,75100,190.44
PROP-10395,2026-06-22,Chennai,Tambaram,Villa,4,2559.3,2008.7,6,1,2,3,3,Furnished,South,Yes,9.46,13.36,11,19.4,8.8,12710,Owner,Yes,72100,233.15
PROP-10396,2026-02-22,Pune,Kharadi,Apartment,4,2438.1,2086.9,10,14,16,4,1,Semi-Furnished,North-East,Yes,7.65,8.28,3,56.0,5.2,9730,Broker,Yes,69300,160.32
PROP-10397,2025-05-16,Pune,Hadapsar,Apartment,2,1019.6,770.6,12,12,32,2,2,Unfurnished,North,Yes,,2.52,7,,6.2,2160,Owner,Yes,39200,76.99
PROP-10398,2026-06-06,Bengaluru,Electronic City,Apartment,3,12410.6,1211.7,22,Ground,7,2,2,Semi-Furnished,West,No,9.59,5.67,6,22.7,5.1,3710,Builder,Yes,70800,123.46
PROP-10399,2025-08-04,Delhi NCR,Ghaziabad,Apartment,3,1315.1,936.1,11,3rd,18,3,1,,North-East,Yes,6.74,7.37,5,21.9,9.4,7020,Builder,No,57700,125.16
PROP-10400,2026-08-08,Bengaluru,HSR Layout,Apartment,2,1432.8,1044.9,0,3,17,2,1,Unfurnished,North-East,No,,28.38,8,47.9,4.4,5310,Broker,Yes,41900,100.0
PROP-10401,2025-03-17,Bengaluru,Electronic City,Independent House,2,1278.4,1063.7,17,3rd,4,2,3,Semi-Furnished,North,No,6.6,2.59,3,40.0,3.9,4830,,Yes,45700,107.11
PROP-10402,2025-08-08,Bengaluru,Yelahanka,Apartment,4,3027.0,2418.6,11,Ground,1,4,1,Furnished,South,Yes,4.18,13.12,2,51.1,7.0,8160,Broker,No,137800,227.07
PROP-10403,2025-10-22,Hyderabad,Manikonda,Apartment,3,1963.2,1551.7,12,11,16,3,1,Furnished,East,No,8.27,6.15,7,46.6,3.8,6380,Owner,Yes,40600,131.29
PROP-10404,2026-02-13,Bengaluru,Electronic City,Apartment,2,1096.4,,5,31,31,3,1,Unfurnished,East,Yes,0.2,16.47,6,72.5,10,3200,Builder,Yes,37000,113.65
PROP-10405,2025-02-20,Hyderabad,Kukatpally,Villa,3,1650.0,1243.7,3,2nd,2,2,3,,East,Yes,,9.26,0,44.3,6.4,7370,Broker,Yes,51600,170.14
